SPNO,Species_Name,Sex,Size,Chela,Shell_Cond,Egg_Color,Egg_Cond,Clutch,Collection_Comments,ANOM_ID,PCR_result,Year,Index_Site,General_Location,Collected_By,Reference_NO,DNA_Plate_No,DNA_Well_No,Host_Tissue,Preservative,Sample_Status,C_V_H,CRUISE,VESSEL,HAUL,Visual_Positive,Prioritization,DNA_Quant,260_280_Ratio,nSSU_PCR,Faint_Pos,No_Valid_Partitions,No_Positive_Partitions,Copies_ul
20188018,Chionoecetes bairdi,2,72.93,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,B3,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188019,Chionoecetes bairdi,2,64.06,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,C3,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188021,Chionoecetes bairdi,1,64.9,8.09,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E3,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188022,Chionoecetes bairdi,1,88.95,14.12,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,F3,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188023,Chionoecetes bairdi,2,72.04,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,G3,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188024,Chionoecetes bairdi,2,77.85,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,H3,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188025,Chionoecetes bairdi,2,72.11,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,A4,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188026,Chionoecetes bairdi,1,59.38,7.06,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,B4,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188027,Chionoecetes bairdi,1,56.03,8.45,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,C4,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188028,Chionoecetes bairdi,2,78.63,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,D4,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188029,Chionoecetes bairdi,1,80.66,9.48,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E4,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188030,Chionoecetes bairdi,2,63.03,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,F4,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188031,Chionoecetes bairdi,2,61.98,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,G4,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188032,Chionoecetes bairdi,2,76.18,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,H4,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188033,Chionoecetes bairdi,1,101.77,20.12,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,A5,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188034,Chionoecetes bairdi,2,77.51,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,B5,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188035,Chionoecetes bairdi,2,73.14,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,C5,Blood,EtOH 100%,Available,201801_162_115,201801,162,115,0,0,NA,NA,NA,NA,NA,NA,NA
20188036,Chionoecetes bairdi,1,101.79,18.86,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,D5,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188037,Chionoecetes bairdi,1,93.17,16.4,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E5,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188038,Chionoecetes bairdi,1,101.41,20.07,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,F5,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188040,Chionoecetes bairdi,2,68.05,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,H5,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188041,Chionoecetes bairdi,1,101.41,19.04,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,A6,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188042,Chionoecetes bairdi,1,97.45,17.55,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,B6,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188043,Chionoecetes bairdi,1,70.12,8.71,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,C6,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188044,Chionoecetes bairdi,1,101.33,17.36,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,D6,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188045,Chionoecetes bairdi,2,77.9,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,E6,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188046,Chionoecetes bairdi,2,72.03,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,F6,Blood,EtOH 100%,Available,201801_162_116,201801,162,116,0,0,NA,NA,NA,NA,NA,NA,NA
20188047,Chionoecetes bairdi,1,72.22,14.78,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,G6,Blood,EtOH 100%,Available,201801_162_117,201801,162,117,0,0,NA,NA,NA,NA,NA,NA,NA
20188048,Chionoecetes bairdi,1,27.73,3.49,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,H6,Blood,EtOH 100%,Available,201801_162_117,201801,162,117,0,0,NA,NA,NA,NA,NA,NA,NA
20188049,Chionoecetes bairdi,1,26.54,3.1,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,A7,Blood,EtOH 100%,Available,201801_162_117,201801,162,117,0,0,NA,NA,NA,NA,NA,NA,NA
20188050,Chionoecetes bairdi,2,25.56,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,B7,Blood,EtOH 100%,Available,201801_162_117,201801,162,117,0,0,NA,NA,NA,NA,NA,NA,NA
20188051,Chionoecetes bairdi,1,91.57,16.09,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,C7,Blood,EtOH 100%,Available,201801_162_118,201801,162,118,0,0,NA,NA,NA,NA,NA,NA,NA
20188052,Chionoecetes bairdi,1,94.64,17.38,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,D7,Blood,EtOH 100%,Available,201801_162_118,201801,162,118,0,0,NA,NA,NA,NA,NA,NA,NA
20188053,Chionoecetes bairdi,1,91.92,15.52,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E7,Blood,EtOH 100%,Available,201801_162_118,201801,162,118,0,0,NA,NA,NA,NA,NA,NA,NA
20188054,Chionoecetes bairdi,1,36.29,4.44,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,F7,Blood,EtOH 100%,Available,201801_162_118,201801,162,118,0,0,NA,NA,NA,NA,NA,NA,NA
20188055,Chionoecetes bairdi,1,93.32,17.74,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,G7,Blood,EtOH 100%,Available,201801_162_118,201801,162,118,0,0,NA,NA,NA,NA,NA,NA,NA
20188056,Chionoecetes bairdi,1,26.94,2.84,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,H7,Blood,EtOH 100%,Available,201801_162_119,201801,162,119,0,0,NA,NA,NA,NA,NA,NA,NA
20188057,Chionoecetes bairdi,1,92.04,18.05,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,A8,Blood,EtOH 100%,Available,201801_162_119,201801,162,119,0,0,NA,NA,NA,NA,NA,NA,NA
20188058,Chionoecetes bairdi,2,24.52,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,B8,Blood,EtOH 100%,Available,201801_162_119,201801,162,119,0,0,NA,NA,NA,NA,NA,NA,NA
20188059,Chionoecetes bairdi,1,96.12,17.62,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,C8,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188060,Chionoecetes bairdi,1,31.39,3.58,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,D8,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188062,Chionoecetes bairdi,1,87.97,53.43,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E8,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188063,Chionoecetes bairdi,1,91.46,18,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,G8,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188064,Chionoecetes bairdi,1,96.56,18.25,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,H8,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188065,Chionoecetes bairdi,1,34.28,4.45,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,A9,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188066,Chionoecetes bairdi,1,30.86,3.76,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,B9,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188067,Chionoecetes bairdi,1,69.56,9.49,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,C9,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188068,Chionoecetes bairdi,1,70.05,8.97,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,D9,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188069,Chionoecetes bairdi,1,98.25,17.49,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E9,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188070,Chionoecetes bairdi,1,68.75,9.05,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,F9,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188071,Chionoecetes bairdi,1,78,10.13,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,G9,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188072,Chionoecetes bairdi,1,32.73,4.83,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,H9,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188073,Chionoecetes bairdi,1,95.52,17.4,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,A10,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188075,Chionoecetes bairdi,2,64.23,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,C10,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188076,Chionoecetes bairdi,1,94.9,14.01,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,D10,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188077,Chionoecetes bairdi,1,45.97,5.09,1,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E10,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188078,Chionoecetes bairdi,2,63.88,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,F10,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188079,Chionoecetes bairdi,1,29.62,3.65,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,G10,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188080,Chionoecetes bairdi,2,32.79,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,H10,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188081,Chionoecetes bairdi,1,32.74,4.16,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,A11,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188082,Chionoecetes bairdi,2,32.82,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,B11,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188083,Chionoecetes bairdi,1,97.62,12.97,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,C11,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188084,Chionoecetes bairdi,1,30.86,3.67,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,D11,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188085,Chionoecetes bairdi,1,28.25,3.69,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E11,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188086,Chionoecetes bairdi,2,55.25,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,F11,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188087,Chionoecetes bairdi,2,30.65,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,G11,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188088,Chionoecetes bairdi,2,32.81,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,H11,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188090,Chionoecetes bairdi,2,31.91,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,B12,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188091,Chionoecetes bairdi,2,29.13,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,C12,Blood,EtOH 100%,Available,201801_162_127,201801,162,127,0,0,NA,NA,NA,NA,NA,NA,NA
20188092,Chionoecetes bairdi,1,90.72,14.66,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,D12,Blood,EtOH 100%,Available,201801_162_128,201801,162,128,0,0,NA,NA,NA,NA,NA,NA,NA
20188093,Chionoecetes bairdi,1,100.13,16.73,3,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,E12,Blood,EtOH 100%,Available,201801_162_128,201801,162,128,0,0,NA,NA,NA,NA,NA,NA,NA
20188094,Chionoecetes bairdi,2,55.17,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,F12,Blood,EtOH 100%,Available,201801_162_128,201801,162,128,0,0,NA,NA,NA,NA,NA,NA,NA
20188095,Chionoecetes bairdi,1,41.25,3.89,2,NA,NA,NA,NA,NA,NA,2018,2,EBS,SAP,NA,80,G12,Blood,EtOH 100%,Available,201801_162_128,201801,162,128,0,0,NA,NA,NA,NA,NA,NA,NA
20188096,Chionoecetes bairdi,2,43.84,NA,2,0,0,0,NA,NA,NA,2018,2,EBS,SAP,NA,80,H12,Blood,EtOH 100%,Available,201801_162_128,201801,162,128,0,0,NA,NA,NA,NA,NA,NA,NA
20188101,Chionoecetes bairdi,1,43.97,NA,2,NA,NA,NA,no chela data,NA,NA,2018,3,EBS,SAP,NA,81,A1,Blood,EtOH 100%,Available,201801_162_25,201801,162,25,0,0,NA,NA,NA,NA,NA,NA,NA
20188102,Chionoecetes bairdi,1,109.66,23.54,3,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,B1,Blood,EtOH 100%,Available,201801_162_25,201801,162,25,0,0,NA,NA,NA,NA,NA,NA,NA
20188103,Chionoecetes bairdi,1,95.94,17.29,3,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,C1,Blood,EtOH 100%,Available,201801_162_25,201801,162,25,0,0,NA,NA,NA,NA,NA,NA,NA
20188104,Chionoecetes bairdi,1,109.57,22.2,3,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,D1,Blood,EtOH 100%,Available,201801_162_25,201801,162,25,0,0,NA,NA,NA,NA,NA,NA,NA
20188105,Chionoecetes bairdi,1,104.04,20.76,3,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,E1,Blood,EtOH 100%,Available,201801_162_25,201801,162,25,0,0,NA,NA,NA,NA,NA,NA,NA
20188106,Chionoecetes bairdi,1,34.33,4.21,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,F1,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188107,Chionoecetes bairdi,2,33.38,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,G1,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188108,Chionoecetes bairdi,1,33.68,4.33,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,H1,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188109,Chionoecetes bairdi,1,29.34,3.35,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,A2,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188110,Chionoecetes bairdi,2,43.23,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,B2,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188111,Chionoecetes bairdi,2,30.79,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,C2,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188112,Chionoecetes bairdi,2,31.14,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,D2,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188113,Chionoecetes bairdi,2,31.23,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,E2,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188114,Chionoecetes bairdi,1,45.44,5.6,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,F2,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188115,Chionoecetes bairdi,2,39.79,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,G2,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188116,Chionoecetes bairdi,2,30.17,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,H2,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188117,Chionoecetes bairdi,2,32.33,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,A3,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188118,Chionoecetes bairdi,2,28.46,NA,2,0,0,0,0.1 mL blood,NA,NA,2018,3,EBS,SAP,NA,81,B3,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188119,Chionoecetes bairdi,1,29.69,3.6,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,C3,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188121,Chionoecetes bairdi,1,29.65,3.67,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,E3,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188122,Chionoecetes bairdi,2,31.11,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,F3,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188123,Chionoecetes bairdi,1,23.18,2.74,2,NA,NA,NA,0.1 mL blood,NA,NA,2018,3,EBS,SAP,NA,81,G3,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188124,Chionoecetes bairdi,2,31.47,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,H3,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188125,Chionoecetes bairdi,2,31.1,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,A4,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188126,Chionoecetes bairdi,1,31.33,3.74,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,B4,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188127,Chionoecetes bairdi,1,28.77,3.46,2,NA,NA,NA,0.1 mL blood,NA,NA,2018,3,EBS,SAP,NA,81,C4,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188128,Chionoecetes bairdi,2,29.87,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,D4,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188129,Chionoecetes bairdi,2,32.22,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,E4,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188130,Chionoecetes bairdi,2,28.14,NA,2,0,0,0,0.1 mL blood; discolored,NA,NA,2018,3,EBS,SAP,NA,81,F4,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188131,Chionoecetes bairdi,2,26.67,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,G4,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188132,Chionoecetes bairdi,2,28.05,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,H4,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188133,Chionoecetes bairdi,2,28.62,NA,2,0,0,0,0.1 mL blood; discolored,NA,NA,2018,3,EBS,SAP,NA,81,A5,Blood,EtOH 100%,Available,201801_162_31,201801,162,31,0,0,NA,NA,NA,NA,NA,NA,NA
20188134,Chionoecetes bairdi,1,47.67,5.9,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,B5,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
20188135,Chionoecetes bairdi,2,58.31,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,C5,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
20188136,Chionoecetes bairdi,2,48.13,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,D5,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
20188137,Chionoecetes bairdi,2,44.07,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,E5,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
20188138,Chionoecetes bairdi,2,51.23,NA,2,0,0,0,NA,NA,NA,2018,3,EBS,SAP,NA,81,F5,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
20188140,Chionoecetes bairdi,1,42.86,5.41,2,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,H5,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
20188141,Chionoecetes bairdi,1,103.74,22.47,3,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,A6,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
20188142,Chionoecetes bairdi,1,113.18,24.47,3,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,B6,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
20188143,Chionoecetes bairdi,1,102.99,21.33,3,NA,NA,NA,NA,NA,NA,2018,3,EBS,SAP,NA,81,C6,Blood,EtOH 100%,Available,201801_162_33,201801,162,33,0,0,NA,NA,NA,NA,NA,NA,NA
