cruise,gis_station,area_swept,cpue,spno,species_name,sex,size,chela,shell_cond,egg_color,egg_cond,clutch,collection_comments,pcr_result,year,index_site,general_location,collected_by,dna_plate_no,dna_well_no,host_tissue,preservative,sample_status,c_v_h,vessel,haul,visual_positive,prioritization,dna_quant,ratio_260_280,nssu_pcr,faint_pos,no_valid_partitions,no_positive_partitions,copies_ul,maturity,start_date,mid_latitude,mid_longitude,bottom_depth,gear_temperature
201601,K-22,0.014117392226355,34554.46602165781,20164182,Chionoecetes opilio,2,56.8,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,B11,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164183,Chionoecetes opilio,2,54.3,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,C11,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164184,Chionoecetes opilio,2,48.3,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,D11,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164185,Chionoecetes opilio,2,55.2,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,E11,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164186,Chionoecetes opilio,2,51.5,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,F11,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164187,Chionoecetes opilio,2,47.1,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,G11,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164188,Chionoecetes opilio,2,57.4,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,H11,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164190,Chionoecetes opilio,2,51,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,B12,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164191,Chionoecetes opilio,2,58,NA,2,0,0,0,,1,2016,6,EBS,SAP,41,C12,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164192,Chionoecetes opilio,2,51,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,D12,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164193,Chionoecetes opilio,2,57.5,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,E12,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164194,Chionoecetes opilio,2,53.3,NA,2,0,0,0,,3,2016,6,EBS,SAP,41,F12,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164195,Chionoecetes opilio,2,54.2,NA,2,0,0,0,,3,2016,6,EBS,SAP,41,G12,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164196,Chionoecetes opilio,2,56,NA,2,0,0,0,,0,2016,6,EBS,SAP,41,H12,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164201,Chionoecetes opilio,2,52.8,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,A1,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164202,Chionoecetes opilio,2,56.3,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,B1,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164203,Chionoecetes opilio,2,53.8,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,C1,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164204,Chionoecetes opilio,2,54.1,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,D1,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164205,Chionoecetes opilio,2,49.7,NA,2,0,0,0,,1,2016,6,EBS,SAP,42,E1,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164206,Chionoecetes opilio,2,55.5,NA,2,0,0,0,,3,2016,6,EBS,SAP,42,F1,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164207,Chionoecetes opilio,2,52.9,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,G1,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164208,Chionoecetes opilio,2,55.4,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,H1,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164209,Chionoecetes opilio,2,55.1,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,A2,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164210,Chionoecetes opilio,2,51.9,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,B2,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164211,Chionoecetes opilio,2,53.9,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,C2,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164212,Chionoecetes opilio,2,57.4,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,D2,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164213,Chionoecetes opilio,2,54.9,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,E2,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164214,Chionoecetes opilio,2,52.8,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,F2,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164215,Chionoecetes opilio,2,57.4,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,G2,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164216,Chionoecetes opilio,2,51.6,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,H2,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164217,Chionoecetes opilio,2,53.6,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,A3,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164218,Chionoecetes opilio,2,46.9,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,B3,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164219,Chionoecetes opilio,2,52.4,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,C3,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164221,Chionoecetes opilio,2,55.7,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,E3,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164222,Chionoecetes opilio,2,52.5,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,F3,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164223,Chionoecetes opilio,2,52.9,NA,2,0,0,0,,1,2016,6,EBS,SAP,42,G3,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164224,Chionoecetes opilio,2,47.8,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,H3,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164225,Chionoecetes opilio,2,53.4,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,A4,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164226,Chionoecetes opilio,2,54.1,NA,2,0,0,0,,0,2016,6,EBS,SAP,42,B4,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164227,Chionoecetes opilio,1,59.3,12.9,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,C4,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164228,Chionoecetes opilio,1,66.9,14.8,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,D4,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164229,Chionoecetes opilio,1,70.3,15.7,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,E4,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164230,Chionoecetes opilio,1,63.5,11,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,F4,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164231,Chionoecetes opilio,1,53.7,9.2,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,G4,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164232,Chionoecetes opilio,1,76,16.4,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,H4,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164233,Chionoecetes opilio,1,56.2,11.7,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,A5,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164234,Chionoecetes opilio,1,58.6,10.2,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,B5,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164235,Chionoecetes opilio,1,57.6,12.2,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,C5,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164236,Chionoecetes opilio,1,60.6,10.9,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,D5,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164237,Chionoecetes opilio,1,63.1,10.8,2,NA,NA,NA,,1,2016,6,EBS,SAP,42,E5,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164238,Chionoecetes opilio,1,69.7,14.8,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,F5,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164240,Chionoecetes opilio,1,58.8,9.8,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,H5,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164241,Chionoecetes opilio,1,55.2,8.9,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,A6,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164242,Chionoecetes opilio,1,49.6,9.8,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,B6,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164243,Chionoecetes opilio,1,54.2,9.2,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,C6,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164244,Chionoecetes opilio,1,56.7,11.9,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,D6,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164245,Chionoecetes opilio,1,51.5,9.7,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,E6,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164246,Chionoecetes opilio,1,51.7,10.1,2,NA,NA,NA,,0,2016,6,EBS,SAP,42,F6,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164247,Chionoecetes opilio,1,55.1,11.8,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,G6,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164248,Chionoecetes opilio,1,60.2,13.2,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,H6,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164249,Chionoecetes opilio,1,67.2,16,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,A7,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164250,Chionoecetes opilio,1,64,13.2,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,B7,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164251,Chionoecetes opilio,1,77.5,17.2,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,C7,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164252,Chionoecetes opilio,1,77.6,17.2,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,D7,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164253,Chionoecetes opilio,1,69,15.2,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,E7,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164254,Chionoecetes opilio,1,71.6,16.4,3,NA,NA,NA,,1,2016,6,EBS,SAP,42,F7,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164255,Chionoecetes opilio,1,70.3,15.7,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,G7,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164256,Chionoecetes opilio,1,56.6,12.1,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,H7,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164257,Chionoecetes opilio,1,64.1,15,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,A8,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164258,Chionoecetes opilio,1,65.3,14,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,B8,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164259,Chionoecetes opilio,1,61,14.5,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,C8,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164260,Chionoecetes opilio,1,68.4,15.7,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,D8,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164261,Chionoecetes opilio,1,55,12.4,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,E8,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164263,Chionoecetes opilio,1,56.7,10.8,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,G8,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164264,Chionoecetes opilio,1,59.2,12.8,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,H8,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164265,Chionoecetes opilio,1,72.4,16.1,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,A9,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164266,Chionoecetes opilio,1,55.4,NA,3,NA,NA,NA,N/A for chela,0,2016,6,EBS,SAP,42,B9,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,NA,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164267,Chionoecetes opilio,1,57.5,12.4,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,C9,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164268,Chionoecetes opilio,1,75.6,15.4,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,D9,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164269,Chionoecetes opilio,1,53.6,11.4,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,E9,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164270,Chionoecetes opilio,1,55.8,11.5,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,F9,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164271,Chionoecetes opilio,1,55.4,11.5,3,NA,NA,NA,,0,2016,6,EBS,SAP,42,G9,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164272,Chionoecetes opilio,1,65.8,12.7,4,NA,NA,NA,,0,2016,6,EBS,SAP,42,H9,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,0,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164273,Chionoecetes opilio,1,75.3,16.9,4,NA,NA,NA,,0,2016,6,EBS,SAP,42,A10,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164275,Chionoecetes opilio,1,62.8,12.9,4,NA,NA,NA,,0,2016,6,EBS,SAP,42,C10,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164276,Chionoecetes opilio,1,63.1,14.5,4,NA,NA,NA,,0,2016,6,EBS,SAP,42,D10,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164277,Chionoecetes opilio,1,79.3,18.1,4,NA,NA,NA,,0,2016,6,EBS,SAP,42,E10,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164278,Chionoecetes opilio,1,58.5,13.6,4,NA,NA,NA,,0,2016,6,EBS,SAP,42,F10,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164279,Chionoecetes opilio,1,63.5,13.2,4,NA,NA,NA,,0,2016,6,EBS,SAP,42,G10,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
201601,K-22,0.014117392226355,34554.46602165781,20164280,Chionoecetes opilio,1,70.7,16.4,4,NA,NA,NA,,0,2016,6,EBS,SAP,42,H10,Blood,EtOH 100%,Available,201601_162_135,162,135,0,1,NA,NA,NA,NA,NA,NA,NA,1,7112016,58.33568,-171.01122,84,2.9
